PO_ID,Supplier_ID,Product_Category,HS_Code,PO_Date,Quantity,Unit_Cost_USD,Incoterm,Freight_Mode,Promised_Delivery_Date,Actual_Delivery_Date,Customs_Clearance_Days,Defect_Flag,PO_Status,Is_First_Occurrence,Lead_Time_Days,On_Time_Flag,Country,Region,Base_Effective_Rate,Base_Spend_USD,Landed_Cost_Per_Unit,Landed_Spend_USD,Tariff_Dollars,PO_Year_Month
PO-1265,SUP-001,PDU / MEP Equipment,8537.1,2025-06-27,20,2527.41,FOB,Truck,2025-07-11,2025-07-11,1,N,Delivered,1,14,1.0,United States,Domestic,0.0,50548.2,2527.41,50548.2,0.0,2025-06
PO-1269,SUP-002,GPU Servers,8471.5,2025-06-27,10,18239.91,CIF,Truck,2025-07-10,2025-07-10,2,N,Delivered,1,13,1.0,Mexico,Nearshore,0.0,182399.1,18239.91,182399.1,0.0,2025-06
PO-1262,SUP-002,GPU Servers,8471.5,2025-07-02,10,17218.53,CIF,Ocean,2025-07-21,2025-07-20,1,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,172185.3,17218.53,172185.3,0.0,2025-07
PO-1041,SUP-002,GPU Servers,8471.5,2025-07-03,16,18844.4,FOB,Ocean,2025-07-26,2025-07-25,3,N,Delivered,1,22,1.0,Mexico,Nearshore,0.0,301510.4,18844.4,301510.4,0.0,2025-07
PO-1291,SUP-003,GPU Servers,8471.5,2025-07-04,5,16378.11,EXW,Air,2025-07-30,2025-07-30,8,N,Delivered,1,26,1.0,China,Offshore,0.35,81890.55,22110.448500000002,110552.24250000001,28661.692500000005,2025-07
PO-1126,SUP-001,PDU / MEP Equipment,8537.1,2025-07-04,8,3847.44,DDP,Truck,2025-07-17,2025-07-17,1,N,Delivered,1,13,1.0,United States,Domestic,0.0,30779.52,3847.44,30779.52,0.0,2025-07
PO-1317,SUP-002,Network Switches,8517.62,2025-07-05,12,4531.16,FOB,Ocean,2025-07-20,2025-07-19,2,N,Delivered,1,14,1.0,Mexico,Nearshore,0.0,54373.92,4531.16,54373.92,0.0,2025-07
PO-1067,SUP-001,PDU / MEP Equipment,8537.1,2025-07-08,25,,FOB,Truck,2025-07-19,2025-07-19,1,N,Delivered,1,11,1.0,United States,Domestic,0.0,,,,,2025-07
PO-1323,SUP-002,Network Switches,8517.62,2025-07-11,8,3480.59,FOB,Ocean,2025-07-26,2025-07-26,2,N,Delivered,1,15,1.0,Mexico,Nearshore,0.0,27844.72,3480.59,27844.72,0.0,2025-07
PO-1333,SUP-001,PDU / MEP Equipment,8537.1,2025-07-14,12,,FOB,Air,2025-07-22,2025-07-21,1,N,Delivered,1,7,1.0,United States,Domestic,0.0,,,,,2025-07
PO-1135,SUP-003,GPU Servers,8471.5,2025-07-17,25,15636.0,EXW,Air,2025-08-03,2025-08-02,4,N,Delivered,1,16,1.0,China,Offshore,0.35,390900.0,21108.600000000002,527715.0,136815.0,2025-07
PO-1080,SUP-002,Network Switches,8517.62,2025-07-17,20,5067.13,FOB,Truck,2025-07-31,2025-07-31,3,N,Delivered,1,14,1.0,Mexico,Nearshore,0.0,101342.6,5067.13,101342.6,0.0,2025-07
PO-1066,SUP-001,GPU Servers,8471.5,2025-07-21,10,20209.04,DDP,Truck,2025-07-27,2025-07-26,0,N,Delivered,1,5,1.0,United States,Domestic,0.0,202090.40000000002,20209.04,202090.40000000002,0.0,2025-07
PO-1144,SUP-002,GPU Servers,8471.5,2025-07-23,20,16341.96,CIF,Ocean,2025-08-06,2025-08-06,4,N,Delivered,1,14,1.0,Mexico,Nearshore,0.0,326839.19999999995,16341.96,326839.19999999995,0.0,2025-07
PO-1299,SUP-002,GPU Servers,8471.5,2025-07-25,8,17796.53,CIF,Truck,2025-08-10,2025-08-10,2,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,142372.24,17796.53,142372.24,0.0,2025-07
PO-1074,SUP-003,GPU Servers,8471.5,2025-07-27,8,15840.94,FOB,Ocean,2025-09-11,2025-09-11,4,N,Delivered,1,46,1.0,China,Offshore,0.35,126727.52,21385.269000000004,171082.15200000003,44354.63200000003,2025-07
PO-1276,SUP-001,PDU / MEP Equipment,8537.1,2025-08-01,10,2903.9,DDP,Truck,2025-08-11,2025-08-16,1,N,Delivered,1,15,0.0,United States,Domestic,0.0,29039.0,2903.9,29039.0,0.0,2025-08
PO-1108,SUP-003,GPU Servers,8471.5,2025-08-06,12,14147.71,CIF,Ocean,2025-09-14,2025-09-12,7,N,Delivered,1,37,1.0,China,Offshore,0.35,169772.52,19099.4085,229192.902,59420.38200000001,2025-08
PO-1072,SUP-002,Network Switches,8517.62,2025-08-06,4,3599.04,FOB,Truck,2025-08-28,2025-08-27,2,N,Delivered,1,21,1.0,Mexico,Nearshore,0.0,14396.16,3599.04,14396.16,0.0,2025-08
PO-1175,SUP-001,PDU / MEP Equipment,8537.1,2025-08-09,40,3523.8,DDP,Air,2025-08-23,2025-08-22,1,N,Delivered,1,13,1.0,United States,Domestic,0.0,140952.0,3523.8,140952.0,0.0,2025-08
PO-1337,SUP-001,gpu servers,8471.5,2025-08-10,2,22245.43,DDP,Truck,2025-08-15,2025-08-13,0,N,Delivered,1,3,1.0,United States,Domestic,0.0,44490.86,22245.43,44490.86,0.0,2025-08
PO-1015,SUP-001,PDU / MEP Equipment,8537.1,2025-08-10,10,2524.0,DDP,Air,2025-08-22,2025-08-29,1,N,Delivered,1,19,0.0,United States,Domestic,0.0,25240.0,2524.0,25240.0,0.0,2025-08
PO-1222,SUP-003,PDU / MEP Equipment,8537.1,2025-08-10,20,1732.86,CIF,Ocean,2025-10-02,2025-10-11,9,N,Delivered,1,62,0.0,China,Offshore,0.35,34657.2,2339.361,46787.22,12130.020000000004,2025-08
PO-1008,SUP-001,PDU / MEP Equipment,8537.1,2025-08-11,20,3020.7,FOB,Truck,2025-08-23,2025-08-22,1,N,Delivered,1,11,1.0,United States,Domestic,0.0,60414.0,3020.7,60414.0,0.0,2025-08
PO-1278,SUP-003,PDU / MEP Equipment,8537.1,2025-08-12,40,1955.04,CIF,Air,2025-09-01,2025-08-30,3,N,Delivered,1,18,1.0,China,Offshore,0.35,78201.6,2639.304,105572.16,27370.559999999998,2025-08
PO-1215,SUP-002,Network Switches,8517.62,2025-08-16,5,4924.06,CIF,Truck,2025-09-04,2025-09-02,3,N,Delivered,1,17,1.0,Mexico,Nearshore,0.0,24620.300000000003,4924.06,24620.300000000003,0.0,2025-08
PO-1205,SUP-003,Network Switches,8517.62,2025-08-17,25,3320.87,CIF,Air,2025-09-07,2025-09-14,4,N,Delivered,1,28,0.0,China,Offshore,0.35,83021.75,4483.1745,112079.3625,29057.612500000003,2025-08
PO-1209,SUP-001,GPU Servers,8471.5,2025-08-17,16,21455.75,FOB,Truck,2025-08-28,2025-08-26,0,N,Delivered,1,9,1.0,United States,Domestic,0.0,343292.0,21455.75,343292.0,0.0,2025-08
PO-1007,SUP-002,GPU Servers,8471.5,2025-08-18,8,17227.07,CIF,Ocean,2025-09-07,2025-09-05,3,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,137816.56,17227.07,137816.56,0.0,2025-08
PO-1225,SUP-002,Network Switches,8517.62,2025-08-20,10,3263.24,CIF,Ocean,2025-09-04,2025-09-02,2,N,Delivered,1,13,1.0,Mexico,Nearshore,0.0,32632.399999999998,3263.24,32632.399999999998,0.0,2025-08
PO-1102,SUP-002,GPU Servers,8471.5,2025-08-20,20,17685.13,CIF,Ocean,2025-09-06,2025-09-06,1,N,Delivered,1,17,1.0,Mexico,Nearshore,0.0,353702.60000000003,17685.13,353702.60000000003,0.0,2025-08
PO-1036,SUP-003,PDU / MEP Equipment,8537.1,2025-08-22,16,2435.72,EXW,Air,2025-09-17,2025-09-15,8,N,Delivered,1,24,1.0,China,Offshore,0.35,38971.52,3288.2219999999998,52611.551999999996,13640.032,2025-08
PO-1168,SUP-003,GPU Servers,8471.5,2025-08-23,5,14999.61,FOB,Ocean,2025-10-10,2025-10-08,8,N,Delivered,1,46,1.0,China,Offshore,0.35,74998.05,20249.473500000004,101247.36750000002,26249.31750000002,2025-08
PO-1327,SUP-003,GPU Servers,8471.5,2025-08-24,2,13585.55,FOB,Air,2025-09-23,2025-09-21,4,N,Delivered,1,28,1.0,China,Offshore,0.35,27171.1,18340.4925,36680.985,9509.885000000002,2025-08
PO-1017,SUP-003,PDU / MEP Equipment,8537.1,2025-08-28,12,1928.18,EXW,Air,2025-09-28,2025-09-26,10,Y,Delivered,1,29,1.0,China,Offshore,0.35,23138.16,2603.043,31236.516000000003,8098.356000000003,2025-08
PO-1257,SUP-002,GPU Servers,8471.5,2025-08-31,5,21517.32,CIF,Ocean,2025-09-12,2025-09-12,1,N,Delivered,1,12,1.0,Mexico,Nearshore,0.0,107586.6,21517.32,107586.6,0.0,2025-08
PO-1203,SUP-003,GPU Servers,8471.5,2025-09-04,20,17535.87,FOB,Air,2025-10-10,2025-10-08,4,N,Delivered,1,34,1.0,China,Offshore,0.35,350717.39999999997,23673.4245,473468.49,122751.09000000003,2025-09
PO-1216,SUP-002,GPU Servers,8471.5,2025-09-05,25,16613.26,CIF,Ocean,2025-09-23,2025-09-21,1,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,415331.49999999994,16613.26,415331.49999999994,0.0,2025-09
PO-1324,SUP-002,Network Switches,8517.62,2025-09-06,5,4306.39,FOB,Ocean,2025-09-24,2025-09-23,4,N,Delivered,1,17,1.0,Mexico,Nearshore,0.0,21531.95,4306.39,21531.95,0.0,2025-09
PO-1143,SUP-001,PDU / MEP Equipment,8537.1,2025-09-06,10,2714.58,DDP,Truck,2025-09-18,2025-10-08,0,N,Delivered,1,32,0.0,United States,Domestic,0.0,27145.8,2714.58,27145.8,0.0,2025-09
PO-1086,SUP-003,PDU / MEP Equipment,8537.1,2025-09-07,16,1511.72,CIF,Air,2025-09-26,2025-09-24,9,Y,Delivered,1,17,1.0,China,Offshore,0.35,24187.52,2040.8220000000001,32653.152000000002,8465.632000000001,2025-09
PO-1092,SUP-001,PDU / MEP Equipment,8537.1,2025-09-09,5,2507.09,DDP,Air,2025-09-18,2025-09-18,1,N,Delivered,1,9,1.0,United States,Domestic,0.0,12535.45,2507.09,12535.45,0.0,2025-09
PO-1214,SUP-002,Network Switches,8517.62,2025-09-09,40,3700.0,FOB,Truck,2025-09-26,2025-09-24,1,Y,Delivered,1,15,1.0,Mexico,Nearshore,0.0,148000.0,3700.0,148000.0,0.0,2025-09
PO-1243,SUP-003,GPU Servers,8471.5,2025-09-11,16,16024.16,FOB,Air,2025-10-19,2025-10-17,7,N,Delivered,1,36,1.0,China,Offshore,0.35,256386.56,21632.616,346121.856,89735.29600000003,2025-09
PO-1295,SUP-001,GPU Servers,8471.5,2025-09-13,16,24419.09,FOB,Truck,2025-09-30,2025-09-29,1,N,Delivered,1,16,1.0,United States,Domestic,0.0,390705.44,24419.09,390705.44,0.0,2025-09
PO-1191,SUP-002,Network Switches,8517.62,2025-09-15,8,3790.2,CIF,Ocean,2025-10-11,2025-10-10,2,N,Delivered,1,25,1.0,Mexico,Nearshore,0.0,30321.6,3790.2,30321.6,0.0,2025-09
PO-1213,SUP-002,Network Switches,8517.62,2025-09-16,10,4325.07,FOB,Truck,2025-09-30,2025-09-28,4,N,Delivered,1,12,1.0,Mexico,Nearshore,0.0,43250.7,4325.07,43250.7,0.0,2025-09
PO-1325,SUP-001,GPU Servers,8471.5,2025-09-18,10,23550.97,FOB,Truck,2025-09-29,2025-09-28,1,N,Delivered,1,10,1.0,United States,Domestic,0.0,235509.7,23550.97,235509.7,0.0,2025-09
PO-1173,SUP-003,PDU / MEP Equipment,8537.1,2025-09-19,10,1782.77,FOB,Ocean,2025-10-17,2025-10-17,11,N,Delivered,1,28,1.0,China,Offshore,0.35,17827.7,2406.7395,24067.395,6239.695,2025-09
PO-1069,SUP-001,GPU Servers,8471.5,2025-09-21,4,20171.88,DDP,Air,2025-10-10,2025-10-26,0,N,Delivered,1,35,0.0,United States,Domestic,0.0,80687.52,20171.88,80687.52,0.0,2025-09
PO-1131,SUP-001,GPU Servers,8471.5,2025-09-25,5,20527.97,FOB,Truck,2025-10-08,2025-10-08,1,N,Delivered,1,13,1.0,United States,Domestic,0.0,102639.85,20527.97,102639.85,0.0,2025-09
PO-1200,SUP-001,PDU / MEP Equipment,8537.1,2025-09-26,12,2338.25,FOB,Truck,2025-10-08,2025-10-06,1,N,Delivered,1,10,1.0,United States,Domestic,0.0,28059.0,2338.25,28059.0,0.0,2025-09
PO-1202,SUP-003,PDU / MEP Equipment,8537.1,2025-09-30,10,1501.81,FOB,Ocean,2025-10-29,2025-10-28,7,N,Delivered,1,28,1.0,China,Offshore,0.35,15018.099999999999,2027.4435,20274.435,5256.335000000003,2025-09
PO-1006,SUP-002,Network Switches,8517.62,2025-10-06,4,3481.83,FOB,Truck,2025-10-22,2025-10-22,2,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,13927.32,3481.83,13927.32,0.0,2025-10
PO-1274,SUP-003,Network Switches,8517.62,2025-10-07,12,3109.3,EXW,Air,2025-11-08,2025-11-07,8,N,Delivered,1,31,1.0,China,Offshore,0.35,37311.600000000006,4197.555,50370.66,13059.059999999998,2025-10
PO-1334,SUP-002,Network Switches,8517.62,2025-10-08,4,3587.65,CIF,Ocean,2025-10-26,2025-10-24,2,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,14350.6,3587.65,14350.6,0.0,2025-10
PO-1194,SUP-001,PDU / MEP Equipment,8537.1,2025-10-11,40,2309.36,FOB,Truck,2025-10-22,2025-10-22,0,N,Delivered,1,11,1.0,United States,Domestic,0.0,92374.40000000001,2309.36,92374.40000000001,0.0,2025-10
PO-1000,SUP-003,PDU / MEP Equipment,8537.1,2025-10-14,4,2278.39,CIF,Ocean,2025-11-21,2025-11-19,12,N,Delivered,1,36,1.0,China,Offshore,0.35,9113.56,3075.8265,12303.306,3189.746000000001,2025-10
PO-1283,SUP-003,PDU / MEP Equipment,8537.1,2025-10-16,25,1690.96,CIF,Air,2025-11-10,2025-11-08,3,N,Delivered,1,23,1.0,China,Offshore,0.35,42274.0,2282.7960000000003,57069.90000000001,14795.900000000009,2025-10
PO-1183,SUP-001,PDU / MEP Equipment,8537.1,2025-10-19,40,3015.09,FOB,Air,2025-10-30,2025-10-30,1,N,Delivered,1,11,1.0,United States,Domestic,0.0,120603.6,3015.09,120603.6,0.0,2025-10
PO-1235,SUP-001,GPU Servers,8471.5,2025-10-20,2,23552.71,DDP,Truck,2025-11-05,2025-11-05,0,N,Delivered,1,16,1.0,United States,Domestic,0.0,47105.42,23552.71,47105.42,0.0,2025-10
PO-1330,SUP-002,GPU Servers,8471.5,2025-10-21,2,18397.69,CIF,Truck,2025-11-11,2025-11-09,1,N,Delivered,1,19,1.0,Mexico,Nearshore,0.0,36795.38,18397.69,36795.38,0.0,2025-10
PO-1181,SUP-002,Network Switches,8517.62,2025-10-21,20,4730.47,FOB,Truck,2025-11-08,2025-11-08,4,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,94609.40000000001,4730.47,94609.40000000001,0.0,2025-10
PO-1196,SUP-002,Network Switches,8517.62,2025-10-27,2,3836.92,FOB,Truck,2025-11-17,2025-11-17,1,N,Delivered,1,21,1.0,Mexico,Nearshore,0.0,7673.84,3836.92,7673.84,0.0,2025-10
PO-1093,SUP-003,Network Switches,8517.62,2025-10-27,4,3247.83,FOB,Air,2025-12-02,2025-12-14,9,N,Delivered,1,48,0.0,China,Offshore,0.35,12991.32,4384.5705,17538.282,4546.9619999999995,2025-10
PO-1075,SUP-001,PDU / MEP Equipment,8537.1,2025-10-28,10,3217.97,DDP,Air,2025-11-04,2025-11-03,1,N,Delivered,1,6,1.0,United States,Domestic,0.0,32179.699999999997,3217.97,32179.699999999997,0.0,2025-10
PO-1005,SUP-001,GPU Servers,8471.5,2025-10-29,4,24319.46,DDP,Air,2025-11-12,2025-11-20,0,N,Delivered,1,22,0.0,United States,Domestic,0.0,97277.84,24319.46,97277.84,0.0,2025-10
PO-1193,SUP-003,PDU / MEP Equipment,8537.1,2025-10-30,4,2347.54,FOB,Air,2025-12-10,2025-12-10,10,N,Delivered,1,41,1.0,China,Offshore,0.35,9390.16,3169.179,12676.716,3286.5560000000005,2025-10
PO-1091,SUP-001,GPU Servers,8471.5,2025-11-02,5,23179.25,DDP,Truck,2025-11-14,2025-11-13,0,N,Delivered,1,11,1.0,United States,Domestic,0.0,115896.25,23179.25,115896.25,0.0,2025-11
PO-1160,SUP-002,Network Switches,8517.62,2025-11-02,12,4433.7,CIF,Ocean,2025-11-26,2025-11-24,4,N,Delivered,1,22,1.0,Mexico,Nearshore,0.0,53204.399999999994,4433.7,53204.399999999994,0.0,2025-11
PO-1114,SUP-003,GPU Servers,8471.5,2025-11-03,16,17425.38,CIF,Ocean,2025-12-11,2025-12-11,11,N,Delivered,1,38,1.0,China,Offshore,0.35,278806.08,23524.263000000003,376388.20800000004,97582.12800000003,2025-11
PO-1099,SUP-001,PDU / MEP Equipment,8537.1,2025-11-04,4,3618.33,FOB,Truck,2025-11-18,2025-11-17,0,N,Delivered,1,13,1.0,United States,Domestic,0.0,14473.32,3618.33,14473.32,0.0,2025-11
PO-1313,SUP-002,Network Switches,8517.62,2025-11-04,20,4110.39,CIF,Ocean,2025-11-15,2025-11-15,2,N,Delivered,1,11,1.0,Mexico,Nearshore,0.0,82207.8,4110.39,82207.8,0.0,2025-11
PO-1176,SUP-002,GPU Servers,8471.5,2025-11-06,2,20316.4,CIF,Ocean,2025-11-27,2025-11-27,4,N,Delivered,1,21,1.0,Mexico,Nearshore,0.0,40632.8,20316.4,40632.8,0.0,2025-11
PO-1029,SUP-003,GPU Servers,8471.5,2025-11-08,5,15404.94,EXW,Ocean,2025-12-21,2025-12-29,7,N,Delivered,1,51,0.0,China,Offshore,0.35,77024.7,20796.669,103983.345,26958.645000000004,2025-11
PO-1040,SUP-002,Network Switches,8517.62,2025-11-09,16,4963.15,CIF,Truck,2025-11-30,2025-11-30,2,N,Delivered,1,21,1.0,Mexico,Nearshore,0.0,79410.4,4963.15,79410.4,0.0,2025-11
PO-1284,SUP-003,GPU Servers,8471.5,2025-11-10,25,12896.34,FOB,Air,2025-12-07,2025-12-07,3,N,Delivered,1,27,1.0,China,Offshore,0.35,322408.5,17410.059,435251.47500000003,112842.97500000003,2025-11
PO-1094,SUP-003,Network Switches,8517.62,2025-11-11,20,1907.59,FOB,Air,2025-12-17,2025-12-16,12,N,Delivered,1,35,1.0,China,Offshore,0.35,38151.799999999996,2575.2465,51504.93000000001,13353.130000000012,2025-11
PO-1103,SUP-001,GPU Servers,8471.5,2025-11-13,4,19963.94,FOB,Air,2025-11-22,2025-11-26,1,N,Delivered,1,13,0.0,United States,Domestic,0.0,79855.76,19963.94,79855.76,0.0,2025-11
PO-1261,SUP-002,Network Switches,8517.62,2025-11-14,5,3604.31,CIF,Truck,2025-12-01,2025-11-30,4,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,18021.55,3604.31,18021.55,0.0,2025-11
PO-1177,SUP-001,GPU Servers,8471.5,2025-11-22,12,23320.89,FOB,Air,2025-12-04,2025-12-03,0,N,Delivered,1,11,1.0,United States,Domestic,0.0,279850.68,23320.89,279850.68,0.0,2025-11
PO-1189,SUP-001,PDU / MEP Equipment,8537.1,2025-11-23,8,3289.53,DDP,Truck,2025-12-04,2025-12-03,0,N,Delivered,1,10,1.0,United States,Domestic,0.0,26316.24,3289.53,26316.24,0.0,2025-11
PO-1038,SUP-002,GPU Servers,8471.5,2025-11-23,4,17941.5,FOB,Ocean,2025-12-09,2025-12-09,1,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,71766.0,17941.5,71766.0,0.0,2025-11
PO-1192,SUP-003,Network Switches,8517.62,2025-11-26,10,3087.37,CIF,Air,2026-01-09,2026-01-09,9,N,Delivered,1,44,1.0,China,Offshore,0.35,30873.699999999997,4167.9495,41679.494999999995,10805.794999999998,2025-11
PO-1247,SUP-002,GPU Servers,8471.5,2025-11-28,20,20972.22,FOB,Ocean,2025-12-16,2025-12-16,4,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,419444.4,20972.22,419444.4,0.0,2025-11
PO-1338,SUP-003,Network Switches,8517.62,2025-11-29,4,2108.91,FOB,Air,2025-12-19,2025-12-25,7,N,Delivered,1,26,0.0,China,Offshore,0.35,8435.64,2847.0285,11388.114,2952.474,2025-11
PO-1223,SUP-003,GPU Servers,8471.5,2025-12-01,20,13702.98,FOB,Air,2025-12-27,2026-01-22,7,N,Delivered,1,52,0.0,China,Offshore,0.35,274059.6,18499.023,369980.46,95920.86000000004,2025-12
PO-1061,SUP-002,GPU Servers,8471.5,2025-12-02,10,18090.64,FOB,Ocean,2025-12-18,2025-12-21,4,N,Delivered,1,19,0.0,Mexico,Nearshore,0.0,180906.4,18090.64,180906.4,0.0,2025-12
PO-1132,SUP-002,GPU Servers,8471.5,2025-12-02,12,19438.37,FOB,Ocean,2025-12-16,2026-01-06,4,N,Delivered,1,35,0.0,Mexico,Nearshore,0.0,233260.44,19438.37,233260.44,0.0,2025-12
PO-1110,SUP-002,Network Switches,8517.62,2025-12-03,2,5074.96,CIF,Truck,2025-12-16,2025-12-15,1,N,Delivered,1,12,1.0,Mexico,Nearshore,0.0,10149.92,5074.96,10149.92,0.0,2025-12
PO-1062,SUP-002,GPU Servers,8471.5,2025-12-04,12,19105.23,CIF,Ocean,2025-12-21,2025-12-19,3,N,Delivered,1,15,1.0,Mexico,Nearshore,0.0,229262.76,19105.23,229262.76,0.0,2025-12
PO-1238,SUP-002,GPU Servers,8471.5,2025-12-06,20,20506.33,CIF,Ocean,2025-12-24,2025-12-23,4,N,Delivered,1,17,1.0,Mexico,Nearshore,0.0,410126.60000000003,20506.33,410126.60000000003,0.0,2025-12
PO-1179,SUP-001,GPU Servers,8471.5,2025-12-07,8,23341.01,DDP,Air,2025-12-17,2025-12-28,1,N,Delivered,1,21,0.0,United States,Domestic,0.0,186728.08,23341.01,186728.08,0.0,2025-12
PO-1201,SUP-003,GPU Servers,8471.5,2025-12-07,4,16744.93,EXW,Air,2026-01-05,2026-01-05,8,N,Delivered,1,29,1.0,China,Offshore,0.35,66979.72,22605.6555,90422.622,23442.902000000002,2025-12
PO-1246,SUP-002,GPU Servers,8471.5,2025-12-09,40,19112.92,CIF,Truck,2026-01-02,2026-01-01,4,N,Delivered,1,23,1.0,Mexico,Nearshore,0.0,764516.7999999999,19112.92,764516.7999999999,0.0,2025-12
PO-1195,SUP-001,PDU / MEP Equipment,8537.1,2025-12-10,5,3244.1,FOB,Air,2025-12-19,2025-12-17,1,Y,Delivered,1,7,1.0,United States,Domestic,0.0,16220.5,3244.1,16220.5,0.0,2025-12
PO-1037,SUP-003,Network Switches,8517.62,2025-12-11,10,2834.95,FOB,Ocean,2026-01-11,2026-01-20,4,N,Delivered,1,40,0.0,China,Offshore,0.35,28349.5,3827.1825,38271.825,9922.324999999997,2025-12
PO-1234,SUP-001,PDU / MEP Equipment,8537.1,2025-12-11,25,4042.84,FOB,Truck,2025-12-17,2025-12-15,1,N,Delivered,1,4,1.0,United States,Domestic,0.0,101071.0,4042.84,101071.0,0.0,2025-12
PO-1158,SUP-003,PDU / MEP Equipment,8537.1,2025-12-11,16,1607.84,CIF,Air,2025-12-15,2025-12-14,9,N,Delivered,1,3,1.0,China,Offshore,0.35,25725.44,2170.584,34729.344,9003.903999999999,2025-12
PO-1078,SUP-002,GPU Servers,8471.5,2025-12-13,5,19812.97,CIF,Ocean,2025-12-24,2025-12-22,4,N,Delivered,1,9,1.0,Mexico,Nearshore,0.0,99064.85,19812.97,99064.85,0.0,2025-12
PO-1300,SUP-002,Network Switches,8517.62,2025-12-15,16,3961.83,CIF,Truck,2026-01-02,2026-01-02,2,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,63389.28,3961.83,63389.28,0.0,2025-12
PO-1186,SUP-001,PDU / MEP Equipment,8537.1,2025-12-16,25,2808.09,DDP,Air,2025-12-31,2025-12-31,0,N,Delivered,1,15,1.0,United States,Domestic,0.0,70202.25,2808.09,70202.25,0.0,2025-12
PO-1030,SUP-001,GPU Servers,8471.5,2025-12-23,10,18947.3,DDP,Truck,2026-01-04,2026-01-04,0,N,Delivered,1,12,1.0,United States,Domestic,0.0,189473.0,18947.3,189473.0,0.0,2025-12
PO-1124,SUP-001,GPU Servers,8471.5,2025-12-25,40,20656.95,DDP,Truck,2026-01-09,2026-01-08,0,N,Delivered,1,14,1.0,United States,Domestic,0.0,826278.0,20656.95,826278.0,0.0,2025-12
PO-1167,SUP-003,Network Switches,8517.62,2025-12-27,25,2763.21,FOB,Ocean,2026-01-26,2026-03-04,5,N,Delivered,1,67,0.0,China,Offshore,0.35,69080.25,3730.3335,93258.33750000001,24178.08750000001,2025-12
PO-1260,SUP-002,Network Switches,8517.62,2025-12-28,40,4430.14,CIF,Truck,2026-01-06,2026-01-05,2,N,Delivered,1,8,1.0,Mexico,Nearshore,0.0,177205.6,4430.14,177205.6,0.0,2025-12
PO-1028,SUP-002,Network Switches,8517.62,2025-12-29,12,3689.96,CIF,Ocean,2026-01-14,2026-01-22,1,N,Delivered,1,24,0.0,Mexico,Nearshore,0.0,44279.520000000004,3689.96,44279.520000000004,0.0,2025-12
PO-1055,SUP-002,Network Switches,8517.62,2025-12-30,2,4981.79,FOB,Truck,2026-01-20,2026-01-18,1,N,Delivered,1,19,1.0,Mexico,Nearshore,0.0,9963.58,4981.79,9963.58,0.0,2025-12
PO-1119,SUP-001,GPU Servers,8471.5,2025-12-30,4,22676.18,FOB,Air,2026-01-07,2026-01-06,0,N,Delivered,1,7,1.0,United States,Domestic,0.0,90704.72,22676.18,90704.72,0.0,2025-12
PO-1268,SUP-003,GPU Servers,8471.5,2025-12-31,5,13790.4,EXW,Ocean,2026-02-02,2026-03-03,3,N,Delivered,1,62,0.0,China,Offshore,0.35,68952.0,18617.04,93085.20000000001,24133.20000000001,2025-12
PO-1161,SUP-001,PDU / MEP Equipment,8537.1,2025-12-31,12,2286.08,DDP,Air,2026-01-07,2026-01-07,0,N,Delivered,1,7,1.0,United States,Domestic,0.0,27432.96,2286.08,27432.96,0.0,2025-12
PO-1065,SUP-002,GPU Servers,8471.5,2026-01-01,10,17609.98,FOB,Truck,2026-01-18,2026-01-17,3,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,176099.8,17609.98,176099.8,0.0,2026-01
PO-1096,SUP-003,PDU / MEP Equipment,8537.1,2026-01-01,40,2182.35,CIF,Ocean,2026-02-20,2026-02-18,4,N,Delivered,1,48,1.0,China,Offshore,0.35,87294.0,2946.1725,117846.90000000001,30552.90000000001,2026-01
PO-1152,SUP-001,GPU Servers,8471.5,2026-01-02,5,21017.6,FOB,Air,2026-01-20,2026-01-19,0,N,Delivered,1,17,1.0,United States,Domestic,0.0,105088.0,21017.6,105088.0,0.0,2026-01
PO-1033,SUP-002,Network Switches,8517.62,2026-01-07,4,,CIF,Truck,2026-01-27,2026-01-25,2,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,,,,,2026-01
PO-1106,SUP-003,GPU Servers,8471.5,2026-01-08,8,15569.14,FOB,Ocean,2026-02-11,2026-02-10,6,N,Delivered,1,33,1.0,China,Offshore,0.35,124553.12,21018.339,168146.712,43593.592000000004,2026-01
PO-1162,SUP-001,PDU / MEP Equipment,8537.1,2026-01-13,5,3155.96,FOB,Air,2026-01-29,2026-01-29,0,N,Delivered,1,16,1.0,United States,Domestic,0.0,15779.8,3155.96,15779.8,0.0,2026-01
