PO_ID,Supplier_ID,Product_Category,HS_Code,PO_Date,Quantity,Unit_Cost_USD,Incoterm,Freight_Mode,Promised_Delivery_Date,Actual_Delivery_Date,Customs_Clearance_Days,Defect_Flag,PO_Status
PO-1261,SUP-002,Network Switches,8517.62,2025-11-14,5,3604.31,CIF,Truck,2025-12-01,2025-11-30,4,N,Delivered
PO-1177,SUP-001,GPU Servers,8471.50,2025-11-22,12,23320.89,FOB,Air,2025-12-04,2025-12-03,0,N,Delivered
PO-1189,SUP-001,PDU / MEP Equipment,8537.10,2025-11-23,8,3289.53,DDP,Truck,2025-12-04,2025-12-03,0,N,Delivered
PO-1038,SUP-002,GPU Servers,8471.50,2025-11-23,4,17941.5,FOB,Ocean,2025-12-09,2025-12-09,1,N,Delivered
PO-1192,SUP-003,Network Switches,8517.62,2025-11-26,10,3087.37,CIF,Air,2026-01-09,2026-01-09,9,N,Delivered
PO-1247,SUP-002,GPU Servers,8471.50,2025-11-28,20,20972.22,FOB,Ocean,2025-12-16,2025-12-16,4,N,Delivered
PO-1338,SUP-003,Network Switches,8517.62,2025-11-29,4,2108.91,FOB,air,2025-12-19,2025-12-25,7,N,Delivered
PO-1223,SUP-003,GPU Servers,8471.50,2025-12-01,20,13702.98,FOB,Air,2025-12-27,2026-01-22,7,N,Delivered
PO-1061,SUP-002,GPU Servers,8471.50,2025-12-02,10,18090.64,FOB,Ocean,2025-12-18,2025-12-21,4,N,Delivered
PO-1132,SUP-002,GPU Servers,8471.50,2025-12-02,12,19438.37,FOB,Ocean,2025-12-16,2026-01-06,4,N,Delivered
PO-1110,SUP-002,Network Switches,8517.62,2025-12-03,2,5074.96,CIF,Truck,2025-12-16,2025-12-15,1,N,Delivered
PO-1062,SUP-002,GPU Servers,8471.50,2025-12-04,12,19105.23,CIF,Ocean,2025-12-21,2025-12-19,3,N,Delivered
PO-1238,SUP-002,GPU Servers,8471.50,2025-12-06,20,20506.33,CIF,Ocean,2025-12-24,2025-12-23,4,N,Delivered
PO-1179,SUP-001,GPU Servers,8471.50,2025-12-07,8,23341.01,DDP,Air,2025-12-17,2025-12-28,1,N,Delivered
PO-1201,SUP-003,GPU Servers,8471.50,2025-12-07,4,16744.93,EXW,Air,2026-01-05,2026-01-05,8,N,Delivered
PO-1246,SUP-002,GPU Servers,8471.50,2025-12-09,40,19112.92,CIF,Truck,2026-01-02,2026-01-01,4,N,Delivered
PO-1195,SUP-001,PDU / MEP Equipment,8537.10,2025-12-10,5,3244.1,FOB,Air,2025-12-19,2025-12-17,1,Y,Delivered
PO-1037,SUP-003,Network Switches,8517.62,2025-12-11,10,2834.95,FOB,Ocean,2026-01-11,2026-01-20,4,N,Delivered
PO-1234,SUP-001,PDU / MEP Equipment,8537.10,2025-12-11,25,4042.84,FOB,Truck,2025-12-17,2025-12-15,1,N,Delivered
PO-1158,SUP-003,PDU / MEP Equipment,8537.10,2025-12-11,16,1607.84,CIF,Air,2025-12-15,2025-12-14,9,N,Delivered
PO-1078,SUP-002,GPU Servers,8471.50,2025-12-13,5,19812.97,CIF,Ocean,2025-12-24,2025-12-22,4,N,Delivered
PO-1300,SUP-002,Network Switches,8517.62,2025-12-15,16,3961.83,CIF,Truck,2026-01-02,2026-01-02,2,N,Delivered
PO-1186,SUP-001,PDU / MEP Equipment,8537.10,2025-12-16,25,2808.09,DDP,Air,2025-12-31,2025-12-31,0,N,Delivered
PO-1186,SUP-001,PDU / MEP Equipment,8537.10,2025-12-16,25,2808.09,DDP,Air,2025-12-31,2025-12-31,0,N,Delivered
PO-1030,SUP-001,GPU Servers,8471.50,2025-12-23,10,18947.3,DDP,Truck,2026-01-04,2026-01-04,0,N,Delivered
PO-1124,SUP-001,GPU Servers,8471.50,2025-12-25,40,20656.95,DDP,Truck,2026-01-09,2026-01-08,0,N,Delivered
PO-1167,SUP-003,Network Switches,8517.62,2025-12-27,25,2763.21,FOB,Ocean,2026-01-26,2026-03-04,5,N,Delivered
PO-1260,SUP-002,Network Switches,8517.62,2025-12-28,40,4430.14,CIF,Truck,2026-01-06,2026-01-05,2,N,Delivered
PO-1028,SUP-002,Network Switches,8517.62,2025-12-29,12,3689.96,CIF,Ocean,2026-01-14,2026-01-22,1,N,Delivered
PO-1055,SUP-002,Network Switches,8517.62,2025-12-30,2,4981.79,FOB,Truck,2026-01-20,2026-01-18,1,N,Delivered
PO-1119,SUP-001,GPU Servers,8471.50,2025-12-30,4,22676.18,FOB,Air,2026-01-07,2026-01-06,0,N,Delivered
PO-1268,SUP-003,GPU Servers,8471.50,2025-12-31,5,13790.4,EXW,Ocean,2026-02-02,2026-03-03,3,N,Delivered
PO-1161,SUP-001,PDU / MEP Equipment,8537.10,2025-12-31,12,2286.08,DDP,Air,2026-01-07,2026-01-07,0,N,Delivered
PO-1065,SUP-002,GPU Servers,8471.50,2026-01-01,10,17609.98,FOB,truck,2026-01-18,2026-01-17,3,N,Delivered
PO-1096,SUP-003,PDU / MEP Equipment,8537.10,2026-01-01,40,2182.35,CIF,Ocean,2026-02-20,2026-02-18,4,N,Delivered
PO-1152,SUP-001,GPU Servers,8471.50,2026-01-02,5,21017.6,FOB,Air,2026-01-20,2026-01-19,0,N,Delivered
PO-1033,SUP-002,Network Switches,8517.62,2026-01-07,4,,CIF,Truck,2026-01-27,2026-01-25,2,N,Delivered
PO-1106,SUP-003,GPU Servers,8471.50,2026-01-08,8,15569.14,FOB,Ocean,2026-02-11,2026-02-10,6,N,Delivered
PO-1162,SUP-001,PDU / MEP Equipment,8537.10,2026-01-13,5,3155.96,FOB,Air,2026-01-29,2026-01-29,0,N,Delivered
PO-1137,SUP-002,Network Switches,8517.62,2026-01-13,16,4196.71,CIF,Truck,2026-02-04,2026-02-03,3,N,Delivered
PO-1248,SUP-001,PDU / MEP Equipment,8537.10,2026-01-14,8,3865.64,FOB,Truck,2026-02-01,2026-02-01,1,N,Delivered
PO-1182,SUP-001,PDU / MEP Equipment,8537.10,2026-01-15,2,3830.98,FOB,Air,2026-01-28,2026-01-27,1,N,Delivered
PO-1259,SUP-002,Network Switches,8517.62,2026-01-15,4,5158.07,CIF,Ocean,2026-02-01,2026-01-31,4,N,Delivered
PO-1184,SUP-003,Network Switches,8517.62,2026-01-15,40,2054.69,CIF,Ocean,2026-02-25,2026-03-11,3,N,Delivered
PO-1163,SUP-001,GPU Servers,8471.50,2026-01-16,2,23638.94,DDP,Air,2026-01-23,2026-01-23,1,N,Delivered
PO-1204,SUP-003,Network Switches,8517.62,2026-01-17,5,3119.2,FOB,Air,2026-02-06,2026-02-04,9,N,Delivered
PO-1298,SUP-002,Network Switches,8517.62,2026-01-18,10,3491.79,FOB,Ocean,2026-02-02,2026-02-02,3,N,Delivered
PO-1101,SUP-002,GPU Servers,8471.50,2026-01-18,10,,CIF,Truck,2026-02-06,2026-02-06,2,N,Delivered
PO-1148,SUP-002,Network Switches,8517.62,2026-01-24,4,4253.38,CIF,Truck,2026-02-09,2026-02-08,2,N,Delivered
PO-1328,SUP-001,GPU Servers,8471.50,2026-01-25,25,22491.18,FOB,Air,2026-02-07,2026-02-05,1,N,Delivered
PO-1218,SUP-002,GPU Servers,8471.50,2026-01-26,20,19724.63,FOB,Ocean,2026-02-13,2026-02-13,2,N,Delivered
PO-1322,SUP-003,PDU / MEP Equipment,8537.10,2026-01-28,10,2526.01,CIF,Ocean,2026-03-06,2026-03-06,12,N,Delivered
PO-1226,SUP-001,GPU Servers,8471.50,2026-01-29,20,20357.17,DDP,Air,2026-02-11,2026-02-09,1,N,Delivered
PO-1022,SUP-003,PDU / MEP Equipment,8537.10,2026-01-29,10,2563.5,FOB,Air,2026-02-20,2026-02-19,9,N,Delivered
PO-1089,SUP-003,Network Switches,8517.62,2026-01-30,25,2423.81,EXW,Ocean,2026-03-12,2026-04-14,7,Y,Delivered
PO-1035,SUP-001,GPU Servers,8471.50,2026-02-01,8,18944.27,DDP,Air,2026-02-15,2026-02-14,1,N,Delivered
PO-1138,SUP-001,GPU Servers,8471.50,2026-02-05,40,22237.34,DDP,Truck,2026-02-14,2026-02-14,0,N,Delivered
PO-1286,SUP-003,PDU / MEP Equipment,8537.10,2026-02-06,16,1543.71,CIF,Ocean,2026-03-06,2026-04-13,10,N,Delivered
PO-1240,SUP-002,Network Switches,8517.62,2026-02-08,4,4046.14,CIF,Ocean,2026-02-24,2026-02-22,3,Y,Delivered
PO-1050,SUP-001,PDU / MEP Equipment,8537.10,2026-02-08,2,3966.43,DDP,Air,2026-02-17,2026-03-08,0,N,Delivered
PO-1051,SUP-003,Network Switches,8517.62,2026-02-09,25,3112.18,CIF,Ocean,2026-03-10,2026-04-07,10,N,Delivered
PO-1139,SUP-003,Network Switches,8517.62,2026-02-11,4,2028.02,FOB,Air,2026-03-23,2026-03-23,5,N,Delivered
PO-1304,SUP-001,PDU / MEP Equipment,8537.10,2026-02-12,12,2524.69,DDP,Truck,2026-02-22,2026-02-22,0,N,Delivered
PO-1271,SUP-003,GPU Servers,8471.50,2026-02-12,10,16637.17,FOB,Air,2026-03-18,2026-03-18,4,N,Delivered
PO-1100,SUP-003,GPU Servers,8471.50,2026-02-16,12,15956.54,FOB,Ocean,2026-03-30,2026-05-06,7,N,Delivered
PO-1009,SUP-003,Network Switches,8517.62,2026-02-18,25,2336.84,EXW,Ocean,2026-03-06,2026-03-04,5,N,Delivered
PO-1297,SUP-001,GPU Servers,8471.50,2026-02-20,10,19417.15,DDP,Air,2026-03-05,2026-03-04,0,N,Delivered
PO-1121,SUP-003,GPU Servers,8471.50,2026-02-20,2,17552.26,CIF,Ocean,2026-03-27,2026-03-27,9,N,Delivered
PO-1272,SUP-003,PDU / MEP Equipment,8537.10,2026-02-22,12,2448.29,FOB,Air,2026-03-21,2026-03-20,12,N,Delivered
PO-1025,SUP-002,Network Switches,8517.62,2026-02-23,8,3511.56,FOB,Truck,2026-03-13,2026-03-13,4,N,Delivered
PO-1302,SUP-003,GPU Servers,8471.50,2026-03-04,20,17453.46,EXW,Ocean,2026-04-04,2026-04-29,11,N,Delivered
PO-1219,SUP-003,PDU / MEP Equipment,8537.10,2026-03-04,25,2234.9,EXW,Air,2026-04-11,2026-05-18,6,N,Delivered
PO-1034,SUP-003,PDU / MEP Equipment,8537.10,2026-03-04,12,2325.52,FOB,Ocean,2026-04-16,2026-04-16,7,N,Delivered
PO-1083,SUP-002,GPU Servers,8471.50,2026-03-07,8,21113.1,FOB,Ocean,2026-03-23,2026-03-22,2,N,Delivered
PO-1098,SUP-003,network switches,8517.62,2026-03-07,25,2388.1,FOB,Air,2026-04-01,2026-03-30,5,N,Delivered
PO-1187,SUP-002,Network Switches,8517.62,2026-03-08,2,4980.6,CIF,Truck,2026-03-26,2026-03-26,1,N,Delivered
PO-1296,SUP-001,GPU Servers,8471.50,2026-03-08,10,19110.69,DDP,Truck,2026-03-15,2026-03-26,0,N,Delivered
PO-1197,SUP-003,PDU / MEP Equipment,8537.10,2026-03-09,2,1540.48,FOB,Air,2026-04-10,2026-04-23,5,N,Delivered
PO-1301,SUP-002,network switches,8517.62,2026-03-11,5,5163.0,FOB,Truck,2026-03-25,2026-03-23,2,N,Delivered
PO-1010,SUP-003,GPU Servers,8471.50,2026-03-14,16,14202.29,FOB,Air,2026-04-07,2026-04-06,11,N,Delivered
PO-1288,SUP-001,PDU / MEP Equipment,8537.10,2026-03-15,25,3699.43,FOB,Air,2026-04-01,2026-03-30,0,N,Delivered
PO-1150,SUP-001,GPU Servers,8471.50,2026-03-15,8,24229.19,FOB,Truck,2026-03-23,2026-03-22,1,N,Delivered
PO-1250,SUP-001,GPU Servers,8471.50,2026-03-15,20,22724.48,DDP,Air,2026-03-28,2026-03-26,1,N,Delivered
PO-1312,SUP-002,GPU Servers,8471.50,2026-03-18,5,17064.43,CIF,Truck,2026-04-07,2026-04-05,1,N,Delivered
PO-1217,SUP-002,Network Switches,8517.62,2026-03-19,12,4263.09,cif,Ocean,2026-04-06,2026-04-04,4,N,Delivered
PO-1116,SUP-003,Network Switches,8517.62,2026-03-19,12,3176.71,CIF,Air,2026-04-14,2026-04-13,4,N,Delivered
PO-1059,SUP-003,Network Switches,8517.62,2026-03-20,25,2666.12,EXW,Air,2026-04-25,2026-05-01,10,N,Delivered
PO-1115,SUP-003,PDU / MEP Equipment,8537.10,2026-03-22,16,2423.61,FOB,air,2026-04-24,2026-04-22,9,N,Delivered
PO-1076,SUP-001,GPU Servers,8471.50,2026-03-24,10,18744.65,FOB,Truck,2026-04-02,2026-04-02,1,Y,Delivered
PO-1127,SUP-003,PDU / MEP Equipment,8537.10,2026-03-28,12,2495.89,CIF,Air,2026-05-05,2026-05-03,9,N,Delivered
PO-1129,SUP-003,pdu / mep equipment,8537.10,2026-03-28,4,2179.96,FOB,Air,2026-06-04,2026-06-04,6,N,Delivered
PO-1249,SUP-003,PDU / MEP Equipment,8537.10,2026-03-30,16,1884.18,EXW,Air,2026-05-18,2026-05-24,6,N,Delivered
PO-1081,SUP-002,GPU Servers,8471.50,2026-03-30,4,16970.12,FOB,Truck,2026-04-23,2026-05-09,3,Y,Delivered
PO-1048,SUP-003,Network Switches,8517.62,2026-04-01,8,2515.57,FOB,Ocean,2026-05-03,2026-05-02,5,N,Delivered
PO-1105,SUP-003,PDU / MEP Equipment,8537.10,2026-04-05,12,2157.37,CIF,Air,2026-05-12,2026-05-10,11,N,Delivered
PO-1047,SUP-002,GPU Servers,8471.50,2026-04-07,20,19048.0,FOB,Ocean,2026-04-23,2026-05-09,4,N,Delivered
PO-1211,SUP-003,Network Switches,8517.62,2026-04-10,16,2078.23,CIF,Ocean,2026-05-11,2026-06-06,8,N,Delivered
PO-1267,SUP-001,GPU Servers,8471.50,2026-04-11,20,19032.22,FOB,truck,2026-04-20,2026-04-18,0,N,Delivered
PO-1258,SUP-003,PDU / MEP Equipment,8537.10,2026-04-11,2,1950.96,EXW,Air,2026-04-29,2026-04-28,4,N,Delivered
PO-1220,SUP-002,Network Switches,8517.62,2026-04-11,25,4327.06,FOB,Truck,2026-05-07,2026-05-10,3,N,Delivered
PO-1147,SUP-003,PDU / MEP Equipment,8537.10,2026-04-12,16,1607.95,CIF,Air,2026-05-23,2026-05-26,6,Y,Delivered
PO-1306,SUP-002,Network Switches,8517.62,2026-04-13,4,4300.39,CIF,Truck,2026-05-01,2026-04-30,2,N,Delivered
PO-1255,SUP-002,GPU Servers,8471.50,2026-04-14,2,20588.46,FOB,Truck,2026-05-04,2026-05-03,3,N,Delivered
PO-1054,SUP-002,Network Switches,8517.62,2026-04-16,10,4795.62,CIF,Ocean,2026-05-04,2026-05-03,1,N,Delivered
PO-1046,SUP-003,PDU / MEP Equipment,8537.10,2026-04-18,25,1777.23,CIF,Air,2026-05-22,2026-05-21,10,N,Delivered
PO-1208,SUP-001,PDU / MEP Equipment,8537.10,2026-04-18,20,2411.28,DDP,Truck,2026-05-02,2026-05-02,1,N,Delivered
PO-1151,SUP-003,GPU Servers,8471.50,2026-04-19,40,16341.91,CIF,Ocean,2026-05-31,2026-05-30,5,N,Delivered
PO-1027,SUP-002,GPU Servers,8471.50,2026-04-19,2,17719.55,FOB,Truck,2026-05-05,2026-05-03,2,N,Delivered
PO-1273,SUP-001,GPU Servers,8471.50,2026-04-20,12,24025.23,DDP,Truck,2026-05-02,2026-05-02,1,N,Delivered
PO-1060,SUP-001,PDU / MEP Equipment,8537.10,2026-04-21,5,2427.74,DDP,Air,2026-04-28,2026-04-27,1,N,Delivered
PO-1042,SUP-001,PDU / MEP Equipment,8537.10,2026-04-27,8,3645.49,FOB,Truck,2026-05-10,2026-05-10,1,N,Delivered
PO-1224,SUP-002,GPU Servers,8471.50,2026-04-28,20,19468.47,CIF,Truck,2026-05-07,2026-05-07,3,N,Delivered
PO-1169,SUP-002,GPU Servers,8471.50,2026-04-29,5,19255.45,FOB,Truck,2026-05-12,2026-05-12,3,N,Delivered
PO-1077,SUP-002,Network Switches,8517.62,2026-05-02,10,4340.88,CIF,Ocean,2026-05-17,2026-05-16,1,N,Delivered
PO-1073,SUP-001,PDU / MEP Equipment,8537.10,2026-05-02,10,3583.61,DDP,Truck,2026-05-16,2026-05-14,0,N,Delivered
PO-1018,SUP-001,GPU Servers,8471.50,2026-05-05,16,18706.33,FOB,Air,2026-05-16,2026-05-15,1,N,Delivered
PO-1185,SUP-001,PDU / MEP Equipment,8537.10,2026-05-06,40,3914.85,FOB,Air,2026-05-20,2026-05-18,1,N,Delivered
PO-1190,SUP-002,GPU Servers,8471.50,2026-05-10,5,17841.98,CIF,Ocean,2026-05-24,2026-05-23,3,N,Delivered
PO-1263,SUP-003,PDU / MEP Equipment,8537.10,2026-05-17,25,1814.8,FOB,Air,2026-06-11,2026-06-10,10,N,Delivered
PO-1052,SUP-001,PDU / MEP Equipment,8537.10,2026-05-18,16,3726.98,DDP,Truck,2026-06-01,2026-05-31,0,N,Delivered
PO-1141,SUP-003,Network Switches,8517.62,2026-05-18,5,2856.14,EXW,Ocean,2026-06-15,2026-06-13,8,Y,Delivered
PO-1023,SUP-003,GPU Servers,8471.50,2026-05-19,8,16520.64,CIF,Ocean,2026-06-23,2026-06-22,8,N,Delivered
PO-1264,SUP-002,GPU Servers,8471.50,2026-05-21,2,19938.32,FOB,Ocean,2026-06-07,2026-06-07,1,N,Delivered
PO-1085,SUP-001,PDU / MEP Equipment,8537.10,2026-05-22,25,3254.88,DDP,Air,2026-05-30,2026-05-29,1,N,Delivered
PO-1166,SUP-003,Network Switches,8517.62,2026-05-23,4,3310.35,CIF,Air,2026-06-26,2026-06-24,4,N,Delivered
PO-1068,SUP-003,PDU / MEP Equipment,8537.10,2026-05-23,40,1461.77,FOB,Air,2026-06-26,2026-06-24,8,N,Delivered
PO-1227,SUP-003,GPU Servers,8471.50,2026-05-23,12,16706.22,CIF,Air,2026-07-12,2026-07-12,5,N,Delivered
PO-1318,SUP-002,Network Switches,8517.62,2026-05-25,20,4090.31,FOB,Truck,2026-06-14,2026-06-12,2,Y,Delivered
PO-1285,SUP-003,PDU / MEP Equipment,8537.10,2026-05-27,20,1786.49,EXW,Ocean,2026-06-17,2026-06-15,8,N,Delivered
PO-1245,SUP-003,GPU Servers,8471.50,2026-05-28,20,16023.55,FOB,Ocean,2026-07-12,2026-07-10,9,N,Delivered
PO-1087,SUP-002,Network Switches,8517.62,2026-05-28,25,4984.15,CIF,Truck,2026-06-15,2026-06-20,4,N,Delivered
PO-1159,SUP-002,Network Switches,8517.62,2026-05-29,25,4011.09,FOB,Ocean,2026-06-11,2026-06-10,1,N,Delivered
PO-1253,SUP-002,GPU Servers,8471.50,2026-06-02,20,18649.86,CIF,Truck,2026-06-12,2026-06-10,1,N,Delivered
PO-1024,SUP-001,PDU / MEP Equipment,8537.10,2026-06-04,5,2368.14,FOB,Truck,2026-06-18,2026-07-05,0,N,Delivered
PO-1336,SUP-001,GPU Servers,8471.50,2026-06-04,40,23938.83,FOB,Truck,2026-06-18,2026-06-18,1,N,Delivered
PO-1153,SUP-003,GPU Servers,8471.50,2026-06-09,25,13989.11,FOB,Ocean,2026-07-22,,9,N,In Transit
PO-1111,SUP-002,GPU Servers,8471.50,2026-06-15,25,21542.0,FOB,Ocean,2026-07-04,,4,N,In Transit
PO-1157,SUP-002,GPU Servers,8471.50,2026-06-17,20,16747.87,fob,Ocean,2026-07-08,,3,N,In Transit
PO-1165,SUP-003,Network Switches,8517.62,2026-06-20,4,2863.63,FOB,Air,2026-07-28,,6,N,In Transit
PO-1039,SUP-003,PDU / MEP Equipment,8537.10,2026-06-22,8,1790.22,EXW,Air,2026-07-24,,12,N,In Transit
PO-1026,SUP-003,GPU Servers,8471.50,2026-06-25,8,14665.65,FOB,Ocean,2026-07-27,,7,N,In Transit
PO-1339,SUP-002,Network Switches,8517.62,2026-06-25,16,4767.45,FOB,Truck,2026-07-17,,1,N,In Transit
PO-1071,SUP-002,Network Switches,8517.62,2026-06-25,10,4127.85,CIF,Ocean,2026-07-14,,1,N,In Transit
PO-1335,SUP-002,GPU Servers,8471.50,2026-06-25,20,21237.62,FOB,Ocean,2026-07-19,,3,N,In Transit
PO-1293,SUP-003,Network Switches,8517.62,2026-06-26,40,2444.62,FOB,Air,2026-07-28,,11,N,In Transit
PO-1199,SUP-003,GPU Servers,8471.50,2026-06-26,25,13285.39,EXW,Ocean,2026-07-24,,8,N,In Transit
PO-1188,SUP-002,Network Switches,8517.62,2026-06-26,16,5096.28,FOB,truck,2026-07-15,,1,N,In Transit
PO-1170,SUP-002,GPU Servers,8471.50,2026-06-28,40,21582.67,CIF,Truck,2026-07-15,,4,N,In Transit
